emp_title,emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest
srbusiness system analyst,10,TN,MORTGAGE,11.69,64992,6,299598,18792,44300,10000,5.31,301.11,A,9226.01,132.29
manager,9,AK,OWN,12.31,35000,19,421180,8701,113300,19000,6.71,584.15,A,17558.24,303.61
owner,10,MO,MORTGAGE,19.49,90000,12,240299,73861,33500,20000,6.07,609.08,A,18468.54,282.29
cdl driver,6,FL,MORTGAGE,5.82,75000,25,320082,7594,55300,12000,6.07,365.45,A,11081.12,169.38
town manager,10,NC,MORTGAGE,20.08,70000,10,245011,33117,34000,14500,6.71,445.8,A,13399.71,231.7
manager,10,NY,OWN,3.67,250000,14,397115,27239,27600,10000,6.07,304.54,A,9134.17,144.42
rn,0,WI,MORTGAGE,18.3,80000,8,268142,48159,36600,25000,6.07,761.35,A,23085.67,361.29
conductor,4,SD,MORTGAGE,12.88,85000,12,324250,28911,59000,20000,7.34,399.25,A,19442.97,234.81
nutrition nurse navigator,3,WI,OWN,15.33,120000,18,322148,68317,39900,20000,6.72,614.99,A,17456.72,524.2
administrative/bookkeeper,5,NJ,MORTGAGE,15.19,50000,4,211700,15093,19200,12000,7.35,372.45,A,8696.96,253.44
front office supervisor,10,CA,RENT,28.34,31000,5,52128,29312,13400,4000,5.32,120.46,A,3586.35,65.83
server,1,NY,RENT,2.26,70000,5,22700,5229,22700,10000,6.72,307.5,A,8728.34,262.11
assistant head,3,WA,RENT,24.52,105000,16,147207,49947,59700,25000,6.72,768.74,A,23103.19,451.42
registered nurse,5,CT,MORTGAGE,20.34,79000,12,461857,61884,38000,22000,7.35,439.27,A,20458.63,637.01
administrator,10,MN,OWN,19.93,120000,6,326039,62977,46600,40000,7.96,1252.72,A,37018.15,758.62
machinist,10,CA,RENT,20.08,75000,13,68000,33223,17500,35000,7.96,1096.13,A,31509.61,863.17
office manager,0,TX,MORTGAGE,6.76,126000,12,266300,29081,42800,5000,7.97,156.62,A,4374.68,171.77
ops manager,4,PA,MORTGAGE,17.18,150000,26,464109,258843,24800,15750,7.34,488.77,A,14565.49,268.96
plant protection technician,1,OH,RENT,21.09,42000,15,54355,27511,16900,10000,7.97,313.23,A,8749.43,311.15
warranty administrator,1,IL,RENT,0.7,43000,4,12200,752,10000,16000,7.96,501.09,A,14807.25,303.44
sr housing counselor,3,CA,MORTGAGE,3.06,75000,9,534372,6202,44100,10000,6.72,307.5,A,8985.61,211.88
shipping foreman,10,TX,MORTGAGE,21.89,45000,5,227162,45310,8000,10400,6.72,319.8,A,9077.47,272.59
attorney,6,CT,MORTGAGE,18.01,220000,17,378528,117424,23600,24000,7.96,751.63,A,22210.89,444.55
teacher,3,PA,MORTGAGE,27.45,46000,17,88396,68403,9300,7000,7.34,217.23,A,6473.55,122.39
consultant,9,OR,RENT,10.81,165000,15,165900,75616,107600,20000,7.96,626.36,A,18509.07,379.31
sales manager,2,GA,RENT,27.17,40400,11,90564,29133,38200,10500,5.32,316.21,A,9414.17,175.91
pricing,7,IL,MORTGAGE,72.89,41000,14,349934,73036,12600,15000,7.96,469.77,A,14257,183.27
manager,9,KY,MORTGAGE,13.75,70000,12,71363,11326,23900,10000,6.72,307.5,A,8985.52,211.79
accounting manager,10,MA,MORTGAGE,9.86,150000,10,801603,32279,22500,20000,7.34,399.25,A,19164.16,353.75
supervisor,10,NJ,MORTGAGE,12.87,145000,18,143600,70504,88900,10000,7.97,313.23,A,9254.63,212.03
audit manager,4,GA,RENT,4.25,92200,7,120900,22238,103500,30000,5.32,903.45,A,26113.44,612.96
biostatistician/epidemiologist,10,MS,RENT,18.24,104000,13,173610,85080,71800,15000,5.32,451.73,A,13348.97,251.46
camp manager,9,NY,MORTGAGE,29.2,45000,23,230477,50933,59300,4000,6.08,121.84,A,3590.61,76.62
program analyst,10,VA,RENT,17.31,82000,7,65425,69177,11500,8000,7.96,250.55,A,7403.61,148.18
customer success manager,0,GA,RENT,13.55,62000,9,64922,31258,20900,6000,6.07,182.73,A,5540.54,86.71
social worker,1,WA,RENT,40.1,60000,12,143439,95771,45100,5000,5.31,150.56,A,4742.56,40.73
maintenance mechanic/control specialist,8,CO,MORTGAGE,16.27,101000,16,409925,28755,10400,10000,5.31,301.11,A,9226.01,126.39
project manager,7,WV,MORTGAGE,15.33,36000,21,179084,38902,36600,19000,7.34,379.28,A,18472.26,223.07
sales associate,10,TX,MORTGAGE,33.71,57000,12,468482,44550,35100,25000,7.34,499.06,A,23955.21,432
hvac technician,10,GA,MORTGAGE,22.91,75000,8,224758,63799,23000,10000,6.07,304.54,A,9234.27,144.52
ducts installer,7,VA,MORTGAGE,21.6,45000,20,230184,27794,49700,4000,6.72,123,A,3491.33,104.84
cvs analyst,3,CA,RENT,6.84,70000,13,60300,21600,46200,20000,6.07,609.08,A,18368.54,289.04
sales representative,10,NC,MORTGAGE,10.84,130000,22,454185,56660,139900,12000,5.32,361.38,A,10445.38,248.73
"director, enterprise solutions",2,PA,RENT,17.52,125000,13,220941,140301,61200,18000,7.96,364.64,A,17259.39,345.35
lead engineer,10,CA,RENT,3.97,92290,6,66300,26255,66000,15000,6.08,456.88,A,13464.86,282.25
continuous improvement,10,IN,MORTGAGE,5.8,110000,10,371805,26375,55400,40000,5.32,760.73,A,37057.3,837.31
business analyst,2,MD,RENT,2.95,100000,8,76500,5783,76500,10000,6.71,307.45,A,9495.53,106.7
engineer,3,TX,MORTGAGE,29.47,75000,18,339685,72660,28400,20000,6.72,614.99,A,17971.08,416.11
senior software engineer,0,NC,MORTGAGE,9.13,132000,12,383663,56556,127900,20000,5.32,602.3,A,13891.06,387.78
svp operations,10,AR,MORTGAGE,7.85,260000,19,231949,56102,43500,32000,6.72,983.98,A,27930.78,838.73
ceo team leader,2,FL,MORTGAGE,16.58,175000,19,149061,61675,47500,34725,7.35,1077.78,A,31232.72,804.66
general manager,10,PA,MORTGAGE,16.61,60000,9,222423,38524,12500,9600,7.34,297.92,A,8634.39,218.24
administrative assistant,2,NY,RENT,25.06,46000,6,70250,25641,49900,10000,7.96,313.18,A,9254.54,189.66
teacher,10,KS,RENT,14.49,52000,7,83406,45646,25700,10000,5.31,301.11,A,6885.28,123.66
engineer,4,CO,RENT,19.46,80000,19,94550,80403,15200,1200,7.34,37.24,A,999.82,13.81
"assistant director, budget & finance",0,TN,MORTGAGE,22.31,91000,13,439313,94160,80000,40000,5.32,1204.6,A,35863.53,670.11
cpa,10,CA,MORTGAGE,8.68,500000,13,237019,128877,145500,40000,7.35,1241.5,A,35977.23,926.9
3rd shift plant manager,1,IL,MORTGAGE,8.77,88000,6,243109,40300,8000,18000,7.97,563.81,A,15749,560.08
territory sales manager,9,CA,RENT,22.13,90000,32,189916,109549,34600,15000,6.72,461.24,A,13092.99,393.59
teacher,10,IL,MORTGAGE,31.49,50000,17,441655,185741,129000,40000,5.32,1204.6,A,34817.92,829.1
coffee roaster,2,NY,RENT,3.15,57200,8,37500,5575,37300,5150,5.32,155.1,A,4482.77,105.99
supervisor,10,NE,MORTGAGE,14.46,105000,10,313825,37401,9800,22000,6.71,676.39,A,0,422.93
electrician,1,OR,RENT,12.5,43000,4,35922,23692,5000,5000,7.34,155.17,A,4750.06,56.32
digital marketing manager,0,MD,RENT,18.13,55000,9,65847,41101,13500,1800,7.35,55.87,A,0,22.11
lease operator,0,LA,OWN,12.42,95000,5,390874,37792,27500,6500,5.31,195.72,A,5996.91,89.82
vehicle inventory,4,CA,MORTGAGE,1.26,57000,3,241200,826,2200,3500,7.96,109.62,A,3326.62,42.76
food services,4,CA,MORTGAGE,33.31,20000,12,260851,14667,21400,14000,7.96,438.46,A,12956.33,259.33
partner,2,TN,OWN,6.78,120000,10,460292,20114,54900,24000,5.32,722.76,A,20890.75,497.46
maitnence supervisor,8,MO,OWN,9.52,30000,6,46161,2300,26500,15000,6.07,456.81,A,13851.4,216.77
financial analyst,1,NY,MORTGAGE,10.81,86000,15,511274,46604,63400,4000,6.71,122.98,A,0,65.68
nurse practitioner,9,NC,MORTGAGE,24.17,90000,14,213900,58238,89700,24000,6.07,730.89,A,22162.27,338.75
bus driver,4,NY,MORTGAGE,17.56,70000,7,267870,33657,33100,23650,5.32,712.22,A,21819.8,299.47
credit review manager,4,AZ,MORTGAGE,23.31,140000,19,365058,28351,110900,10000,5.31,301.11,A,8965.72,167.21
director of career center,10,MT,MORTGAGE,10.52,105832,4,292894,51261,0,24000,6.72,737.99,A,20948.06,620.09
assistant manager,0,KY,RENT,13.48,35000,16,64150,40355,27400,7200,6.71,221.37,A,6836.77,76.83
director transformation,10,WI,MORTGAGE,34.39,150000,10,581926,161803,80500,40000,6.72,1229.97,A,34913.5,1048.42
registered nurse,10,NC,MORTGAGE,5.19,68000,22,281991,11122,76200,9000,6.07,274.09,A,8310.83,130.06
full charge book keeper,4,NC,RENT,10.83,50000,8,73938,59622,24500,2050,7.96,64.21,A,1811.88,24.39
district conservationist,10,MD,MORTGAGE,24.29,99000,14,437356,86788,15000,25000,6.08,761.46,A,22441.46,478.86
manager,10,TX,MORTGAGE,1.54,100000,14,29100,2517,20000,2500,7.96,78.3,A,2313.62,47.41
sr electrical engineer,10,PA,OWN,26.18,107000,15,158587,69209,104200,16000,6.72,491.99,A,14376.87,371.71
rn,10,NY,RENT,10.77,85000,5,49200,32404,30200,20000,6.72,393.39,A,18864.95,419.84
general manager,2,NJ,MORTGAGE,22.93,100000,32,577725,113453,131400,15000,6.08,456.88,A,13464.86,282.25
lead operator,2,CA,MORTGAGE,11.5,60000,12,261386,20374,37000,13000,6.71,399.69,A,12013.51,207.73
officer,10,VA,MORTGAGE,20.25,142000,27,976357,402798,43300,40000,6.08,1218.33,A,35906.37,752.67
sales manager,10,DE,MORTGAGE,9,135000,13,368171,65570,70100,15000,7.35,299.51,A,13949.03,440.46
medical assistant,2,GA,MORTGAGE,39.83,28500,12,269963,40812,32100,6500,6.71,199.85,A,6006.74,101.44
truck driver,9,MA,MORTGAGE,20.66,120000,15,675054,70830,81600,10000,7.97,313.23,A,9254.63,189.89
financial service specialist,1,CA,RENT,29.72,40000,10,57628,34805,23800,16000,6.07,487.26,A,14774.84,225.83
transmission supervisor,9,AZ,MORTGAGE,15.2,204000,7,591192,105477,18300,40000,6.07,1218.15,A,37963.23,386.04
executive assistant,0,TX,RENT,20.79,62000,10,79977,30500,32500,9000,6.08,274.13,A,8078.9,160.69
sr crew member,4,GA,MORTGAGE,40.75,30600,8,94514,39659,33000,12800,5.32,385.47,A,10661.53,260.1
installer/technician,10,MD,MORTGAGE,9.81,85000,11,286600,36664,10500,14000,6.08,426.42,A,12204.46,298.73
network engineer,10,NV,MORTGAGE,16.05,130000,16,383133,73186,69200,28000,7.96,567.21,A,26847.96,524.83
manicurist,3,TX,MORTGAGE,13.59,65000,9,88252,37299,52800,20000,6.71,614.9,A,18484.51,314.3
store manager,4,IN,MORTGAGE,28.96,53000,17,232584,82180,23600,10625,5.31,319.93,A,9802.63,134.29
technical writer iii,10,SC,MORTGAGE,35.13,85000,30,391296,52133,60800,20000,6.08,609.17,A,17953.16,383.08
sales executive,2,UT,RENT,23.16,30000,8,56580,29844,19300,10000,6.72,307.5,A,8728.34,256.51
department manager,10,GA,MORTGAGE,10.97,104000,35,360361,30916,164100,9000,5.31,271,A,8303.4,113.74
logistics,2,TN,RENT,29.23,36000,13,94624,43325,54700,10000,6.07,304.54,A,9234.27,141.15
guidance counselor,10,NY,OWN,4.94,100000,16,73579,17273,16700,12000,7.34,372.4,A,0,144.85
registered nurse,3,CA,RENT,29.68,85000,13,156145,101700,33300,15000,6.08,456.88,A,13076.2,350.47
customer service,7,NY,RENT,22.34,66000,23,74600,27928,43200,22000,7.96,689,A,20910.26,268.8
software developer,2,MN,RENT,34.92,52000,18,106508,68622,18100,10000,7.97,313.23,A,9002.87,251.36
account manager,5,MI,MORTGAGE,12.99,120000,16,298232,105006,9000,6750,7.96,211.4,A,0,112.26
qa supervisor,1,CA,OWN,12.8,58240,6,228883,41131,24900,25000,6.71,768.62,A,23738.83,266.75
customer delivery director,3,TX,MORTGAGE,11.2,112500,16,275303,44879,29400,25000,5.31,752.76,A,22816.61,314.75
engineer,5,ID,MORTGAGE,15.41,180000,18,421680,135944,46600,40000,5.31,1204.42,A,36904.08,493.74
stylist and consultant,3,CA,RENT,13.2,25000,5,43725,11872,31500,6800,7.97,213,A,6293.14,126.12
general manager,10,CA,MORTGAGE,5.29,64000,5,278850,4777,8500,6000,6.07,182.73,A,5540.54,81.66
payroll mgr,9,GA,RENT,14.54,52500,9,48800,19037,30200,18000,6.08,548.25,A,16157.86,344.78
principal,3,RI,RENT,7.83,125000,7,58075,29607,16500,10000,6.08,304.59,A,2056.7,152.95
professor,10,GA,MORTGAGE,17.65,89000,12,388245,43864,55500,30000,5.32,903.45,A,27678.39,379.87
owner,9,AL,MORTGAGE,19.12,200000,13,434389,129799,41800,39825,7.96,1247.24,A,36856.19,737.69
controller,2,TX,MORTGAGE,13.08,68000,11,68345,37194,17000,5000,7.97,156.62,A,4501.41,125.68
director of it,10,LA,MORTGAGE,3.46,105000,7,282100,920,107700,40000,7.35,798.67,A,37764.89,943.24
engineering project manager,4,TX,MORTGAGE,12.98,105000,7,400735,60027,41000,20000,5.32,602.3,A,17408.96,396.82
director of financial services,8,PA,MORTGAGE,14.8,175000,18,486240,62775,72800,16000,6.72,491.99,A,14376.87,338.86
assistant property manager,2,IL,RENT,6.51,50000,11,29725,9263,24300,7800,5.32,234.9,A,6993.38,130.67
butcher assistant,6,MO,OWN,23.12,23000,9,41949,25189,21300,4000,7.97,125.3,A,3601.11,98.77
engineering project manager,10,IN,MORTGAGE,21.93,150000,23,466926,93823,132100,40000,7.34,1241.32,A,36991.71,699.36
environmental serviceassociate,10,OH,MORTGAGE,1.88,22362.75,3,61061,1328,11500,7000,6.72,215.25,A,6109.83,173.02
physical therapist,3,MN,MORTGAGE,15.15,61000,6,326554,50559,11200,11500,7.97,360.21,A,10353.32,289.07
technical support,5,CA,RENT,25.23,40000,7,67611,26875,40800,6300,7.34,195.51,A,5826.19,107.58
pipefitter superintendent,10,IN,MORTGAGE,14.98,142000,13,461657,56963,65700,15000,6.72,461.24,A,13478.32,317.68
phlebotomy supervisor,10,LA,RENT,24.03,36000,11,58442,34406,18400,10000,7.96,313.18,A,9254.54,189.66
solo practitioner,10,MD,RENT,22.38,80000,27,252703,206117,54100,8000,7.97,250.59,A,6695.87,245.28
family support worker,10,TN,OWN,15.09,45804,13,194329,35348,37800,21000,7.35,651.79,A,18147.15,627.54
owner,10,FL,OWN,0.78,80000,2,33000,1695,18000,40000,6.71,1229.79,A,36964.72,639.18
administrative assistant,10,NM,MORTGAGE,16.14,29000,10,165175,12210,10400,7700,6.08,234.53,A,6712.45,189.01
mgmt,6,NJ,MORTGAGE,7.79,281000,9,1340838,32863,70500,30000,6.71,922.35,A,28486.58,308.91
tech,3,NJ,MORTGAGE,21.32,38000,6,46300,23741,7000,6500,7.35,201.75,A,5513.37,203.32
team member,0,TN,MORTGAGE,26.3,35000,13,114708,24616,11000,7000,7.35,217.27,A,6295.98,162.2
claims adjuster,3,OH,RENT,16.5,52000,19,90735,78083,21300,6500,7.96,203.57,A,6178.03,79.42
owner / operator,6,NY,RENT,11.9,35000,4,34200,10435,17200,11000,6.08,335.05,A,5731.27,199.09
field operations supervisor,2,IL,MORTGAGE,9.92,80000,11,322553,20241,25100,12000,6.71,368.94,A,11089.41,191.76
software engineer,3,CA,RENT,13.22,100000,13,82776,57581,19300,12600,7.97,394.67,A,10403.74,364.14
estimator,10,KS,MORTGAGE,0.48,75000,2,115225,1086,8200,6000,7.34,186.2,A,5548.75,104.9
director,6,MD,OWN,14.56,130000,14,438603,49309,9300,15500,7.35,481.08,A,13545.48,472.33
barber,1,FL,MORTGAGE,30.06,90000,16,283458,112814,25100,20000,7.96,626.36,A,18005.48,471.13
loss prevention,10,CA,RENT,17.05,95000,12,114575,49713,36600,11000,5.32,331.27,A,9862.45,179.4
hr dir,10,FL,MORTGAGE,27.35,62000,15,224065,55522,32400,4400,7.34,136.55,A,4069.07,76.93
billing specialist,10,SC,MORTGAGE,11.96,133000,13,307572,58906,27900,16000,5.32,481.84,A,13927.17,357.65
auto glass technician,3,MI,MORTGAGE,11.61,68000,7,120865,40617,8400,3800,7.96,119.01,A,2377.08,57.43
help desk analyst,0,TX,RENT,10.5,28000,3,46000,20436,0,21000,6.71,645.64,A,19406.48,335.57
correctional officer,2,AZ,MORTGAGE,23.64,40000,4,190511,18056,0,18000,7.35,359.41,A,16738.84,546.92
deputy sheriff,10,OH,MORTGAGE,22.2,52000,13,210800,53512,17700,14000,5.31,421.55,A,12916.42,176.94
cfo,8,PA,RENT,8.99,166000,8,372331,82311,33000,23000,7.35,713.86,A,20686.91,547.05
lead clerk,10,CA,RENT,18.99,73000,14,104181,40790,35600,5600,7.96,175.39,A,5182.51,106.2
sales associate,3,NC,OWN,3.85,24000,5,20300,989,20300,6400,6.07,194.91,A,0,3.34
teaching assistant,3,IL,RENT,15.22,29500,6,36406,15312,26800,6000,7.96,187.91,A,5552.72,113.8
director of product development,5,NY,OWN,0,185000,3,16100,0,9000,35000,6.08,1066.04,A,31418.07,658.59
lead medical secretary,4,AZ,RENT,19.98,70000,18,117423,46228,61600,15000,7.34,465.5,A,13871.88,256.15
president,10,TX,MORTGAGE,12.6,100000,15,310953,45350,53000,8000,6.08,243.67,A,6973.97,189.62
chief engineer,10,WI,MORTGAGE,31.18,130000,13,591015,176029,63300,25000,7.34,775.82,A,23119.84,426.91
server engineer,7,NY,MORTGAGE,15.01,155000,12,656659,119062,115800,40000,6.08,1218.33,A,34869.96,1042.68
nursing assistant,3,CA,OWN,19.34,43500,11,82655,31487,48900,7800,7.34,242.06,A,7213.38,136.38
professor,10,TX,MORTGAGE,32.32,100000,12,258116,58174,36500,20000,7.34,620.66,A,18495.86,349.68
president,8,CA,OWN,9.83,85000,11,365500,29582,98600,20000,5.32,602.3,A,17408.96,414.55
manager,10,GA,MORTGAGE,28.11,120000,21,368967,108154,83700,30000,5.31,903.31,A,27678.08,370.31
industrial engineer 2,5,MS,OWN,11.5,65000,16,105916,27685,48100,10000,6.72,307.5,A,0,95.67
maintenance superintendent,0,VA,MORTGAGE,14.4,40000,9,186700,18952,9000,10000,5.32,301.15,A,9226.13,145.84
bus monitor,3,IL,OWN,25.23,20600,16,78128,13282,34500,25000,7.96,782.95,A,23761.67,316.51
logistic management specialist,10,CA,RENT,14.81,97598,5,124383,116649,9000,6000,7.96,187.91,A,5552.72,113.8
product expert,1,NH,RENT,12.51,50000,5,57979,26952,22000,8000,7.35,248.3,A,3195.45,185.38
fumigation tech,0,AZ,RENT,26.89,35000,5,69248,49077,4500,9000,7.97,281.91,A,8102.57,226.23
editor,2,NY,RENT,3.42,60000,2,21500,7486,21500,9000,5.31,271,A,7735.57,133.98
tech support specialist,2,FL,OWN,14.23,43000,29,53661,49538,6800,4800,7.35,148.98,A,4194.73,137.67
compliance manager,7,GA,OWN,26.04,73000,10,106477,52823,29500,10000,7.34,310.33,A,9247.93,174.84
facilities mechanic,10,NC,MORTGAGE,17.78,99000,14,338189,62959,49200,25000,6.71,491.62,A,23938.6,404.14
secondary marketing/capital markets,8,IN,MORTGAGE,9.98,120000,15,86792,40603,27900,7500,6.71,230.59,A,6930.87,119.84
massage therapist,4,MA,RENT,18.24,45000,9,46391,18085,17800,10000,6.71,307.45,A,9241.17,159.79
machine operator,1,WI,MORTGAGE,24.48,35000,23,257195,29023,116700,30000,7.34,598.87,A,29166.72,352.23
team leader,7,NH,MORTGAGE,10.81,85000,12,323739,31779,32000,10000,6.72,307.5,A,7911.18,244.95
classification sergeant,10,ME,MORTGAGE,27.17,60000,11,186793,39298,19600,5000,6.07,152.27,A,0,73.05
supervisor,10,IN,MORTGAGE,0.83,52000,3,139800,704,4300,10000,5.31,301.11,A,9226.01,126.39
agriculture specialist,10,NJ,OWN,19.2,115000,16,203663,94036,75000,15000,5.31,451.66,A,14143.27,122.08
operator,10,NV,MORTGAGE,19.11,94000,8,156968,42762,17700,12000,5.32,361.38,A,10759.06,195.71
manager,1,CA,RENT,4.55,47600,8,41200,8191,39200,7500,6.71,230.59,A,7121.64,77.23
rn,10,NC,MORTGAGE,25.87,63000,10,185327,68709,28800,3600,6.08,109.65,A,0,13.38
dental  hygienist,10,WV,RENT,22.8,27000,10,33632,13694,18000,4000,6.71,122.98,A,3696.47,63.92
practice coordinator,10,MD,RENT,20.59,44000,19,125390,40569,58400,7200,7.34,223.44,A,6395.73,127.31
proposal coordinator,9,MD,MORTGAGE,43.24,71000,18,445198,135231,93700,40000,5.32,1204.6,A,35863.53,670.11
machine tender,10,CT,RENT,13.55,139000,9,357130,47176,18200,19000,7.96,595.05,A,18058.86,232.16
travel advisor,10,OR,RENT,21.42,53000,8,60486,37820,10100,4800,7.35,148.98,A,4194.73,137.67
district manager,10,IL,RENT,14.52,103000,10,70917,38794,7500,15000,6.72,461.24,A,13092.56,393.16
owner,2,LA,RENT,7.64,350000,12,180643,157338,85900,40000,5.31,1204.42,A,36904.08,505.54
food server,8,NV,RENT,6.04,33000,3,8400,6102,8400,6000,7.97,187.94,A,1483.12,130.16
material handler,10,CA,OWN,8.98,50000,5,139500,15219,34500,15000,6.72,461.24,A,13478.32,317.68
rn,10,OR,MORTGAGE,16.23,80000,14,680565,67287,138600,20000,6.07,609.08,A,18468.54,282.29
laborer,2,CT,MORTGAGE,18.98,44190,10,214923,45979,31600,3500,5.32,105.41,A,3138.03,58.64
network architect,2,NE,MORTGAGE,17.33,105000,13,279386,28160,60800,16500,5.31,496.82,A,15222.94,208.53
senior or surgical coder,10,FL,MORTGAGE,11.91,115000,29,472187,202563,48600,15000,7.34,465.5,A,13871.88,256.15
development officer,2,TX,MORTGAGE,22.42,75000,8,271725,29889,35500,16500,7.34,329.38,A,15810.43,291.84
manager,10,NY,MORTGAGE,7.5,132000,4,56436,27485,24600,5000,7.97,156.62,A,0,45.03
shipping,4,FL,RENT,17.5,30000,9,49100,6296,26900,5600,6.07,170.55,A,5171.17,80.93
maintenance supervisor,0,GA,RENT,15.37,42000,10,37932,11024,18800,12000,7.34,372.4,A,11097.5,214.7
mechanic shop foreman,10,AK,OWN,20.85,80000,5,64718,22276,5500,18000,6.71,553.41,A,16634.11,301.05
management,4,NY,MORTGAGE,15.77,65000,14,392918,34523,71900,12000,6.72,369,A,0,58.25
laborer,0,CA,RENT,5.83,42000,9,18800,5534,11800,4000,7.97,125.3,A,3499.73,121.8
section 8 coordinator,7,KY,OWN,15,60000,11,29844,15129,17000,20000,6.71,614.9,A,18482.35,312.14
regional credit lead,10,OR,MORTGAGE,16.33,87276,6,395671,29588,0,16000,6.71,491.92,A,15192.84,164.75
accounting director,10,IL,OWN,4.02,80000,11,76300,16546,73800,24000,7.35,744.9,A,21586.34,556.14
account manager,10,OR,MORTGAGE,25.42,115000,11,409420,86450,41700,15000,5.32,451.73,A,13448.8,251.29
research & development,10,TN,MORTGAGE,13.35,50000,6,140873,26370,4300,25000,7.34,775.82,A,23119.84,437.11
manager,10,NY,RENT,12.87,50000,9,28678,12021,10400,15000,7.35,465.57,A,13491.43,347.59
administrative assistant,7,CA,RENT,20.99,41000,12,54987,80834,8300,12000,6.08,365.5,A,10771.91,223.78
education contractor,10,CA,MORTGAGE,6.25,100000,10,291519,100941,56500,35000,6.07,1065.88,A,32319.97,505.81
associate,1,MI,MORTGAGE,15.47,150000,16,468075,118698,65000,20800,6.08,633.54,A,18671.28,360.75
regional manager,9,NM,MORTGAGE,19.23,90000,9,279763,54917,35700,20000,7.97,626.46,A,18005.74,502.72
administrative assistant,10,MN,OWN,9.68,45000,8,40809,13248,21000,8000,6.08,243.67,A,6973.97,205.01
president,10,NE,MORTGAGE,24.89,90000,6,301204,76366,8000,20000,7.97,626.46,A,17498.86,622.3
arborist,3,IL,MORTGAGE,17.02,50000,12,350682,22940,51500,18000,7.35,359.41,A,16994.17,417.11
vice president/director of sales,10,WA,MORTGAGE,10.77,140000,15,570673,35266,75700,5000,6.08,152.3,A,4488.26,95.77
finance/billing,7,MN,MORTGAGE,18.19,57000,16,474575,47979,42700,1975,7.35,61.3,A,1776.37,44.55
partner development manager,2,TX,MORTGAGE,13.03,300000,14,864396,160922,47400,19000,7.96,595.05,A,18058.85,282.57
anesthesiologist,2,NY,OWN,7.77,400000,21,244412,247486,39500,35000,7.35,1086.31,A,30586.59,953.83
