Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
21,male,NA,Hong Kong,English,5,NA,NA,True,NA,30,12,1,NA,1
21,male,NA,Russia,Russian,20,NA,NA,False,NA,30,24,2,NA,1
33,female,NA,United States of America,English,10,70000,10000,False,married or domestic partnership,60,3,0.25,NA,1
31,male,NA,United States of America,English,20,NA,NA,False,NA,50,4,0.3333333333,NA,NA
24,male,NA,United States of America,Yue (Cantonese) Chinese,3,87000,NA,False,NA,0,12,1,NA,1
25,male,NA,United States of America,English,12,NA,45000,False,NA,100,9,0.75,NA,NA
14,male,NA,United States of America,English,8,NA,NA,False,NA,20,2,0.1666666667,NA,NA
53,male,NA,NA,NA,20,NA,40000,False,NA,300,3,0.25,NA,NA
33,female,NA,United States of America,English,0,30000,NA,False,NA,0,NA,#VALUE!,NA,NA
47,male,NA,United States of America,English,25,125000,NA,False,NA,3000,4,0.3333333333,NA,NA
33,male,NA,United States of America,English,5,140000,20000,True,married or domestic partnership,NA,370,30.83333333,NA,NA
30,male,NA,United States of America,English,40,NA,NA,False,NA,25000,24,2,NA,1
39,male,NA,United States of America,English,15,NA,NA,False,NA,500,2,0.1666666667,NA,NA
24,male,NA,NA,English,20,70000,NA,True,married or domestic partnership,0,50,4.166666667,NA,NA
23,male,NA,Argentina,Spanish,5,NA,NA,False,NA,0,5,0.4166666667,NA,NA
51,female,NA,United States of America,English,30,NA,55000,False,NA,300,6,0.5,NA,1
26,male,NA,United States of America,Korean,50,NA,50000,False,NA,7000,3,0.25,NA,NA
23,male,NA,South Africa,English,25,NA,NA,False,NA,0,2,0.1666666667,NA,NA
26,male,NA,Canada,French,40,NA,NA,False,NA,200,12,1,NA,NA
38,male,NA,United States of America,English,NA,70000,40000,True,NA,2000,96,8,NA,1
19,male,NA,Vietnam,Vietnamese,35,NA,NA,False,NA,0,21,1.75,NA,NA
28,female,NA,United States of America,English,10,NA,25000,False,NA,0,6,0.5,NA,NA
35,female,NA,United States of America,English,10,45000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
25,female,NA,Australia,English,20,35000,NA,True,married or domestic partnership,150,18,1.5,NA,NA
30,male,NA,Japan,English,4,53000,NA,False,NA,30,3,0.25,NA,NA
27,male,NA,United States of America,English,10,40000,60000,False,NA,0,1,0.08333333333,NA,NA
38,female,NA,United States of America,English,20,NA,NA,False,NA,200,5,0.4166666667,NA,NA
17,male,NA,India,Telugu,NA,NA,NA,False,NA,0,8,0.6666666667,NA,NA
25,female,NA,Canada,English,NA,NA,150000,False,NA,300,10,0.8333333333,NA,NA
30,female,NA,United States of America,English,10,NA,20000,False,NA,400,8,0.6666666667,1,NA
33,female,NA,United States of America,English,0,50000,NA,False,NA,25,12,1,NA,1
35,male,NA,United States of America,English,40,52000,NA,False,NA,500,36,3,NA,1
29,male,NA,United States of America,English,2,80000,NA,False,married or domestic partnership,0,0,0,NA,NA
26,male,NA,United States of America,English,10,NA,NA,False,NA,100,6,0.5,NA,NA
20,male,NA,India,Hindi,12,NA,NA,False,NA,10,4,0.3333333333,NA,1
23,male,NA,United States of America,English,4,32000,36000,False,NA,400,36,3,NA,NA
32,female,NA,United States of America,English,3,36000,14000,False,NA,0,3,0.25,NA,NA
37,male,NA,United States of America,English,10,50000,5600,False,NA,100,6,0.5,NA,NA
40,female,NA,United States of America,English,8,NA,NA,False,NA,NA,1,0.08333333333,NA,NA
28,male,NA,United States of America,English,NA,23300,NA,False,married or domestic partnership,NA,NA,#VALUE!,NA,NA
25,female,NA,United States of America,English,5,NA,35000,False,NA,0,2,0.1666666667,NA,1
24,male,NA,United States of America,English,14,19000,NA,False,NA,0,5,0.4166666667,NA,1
27,female,NA,United States of America,English,3,45000,NA,False,NA,0,1,0.08333333333,NA,NA
45,female,NA,United States of America,English,50,NA,NA,False,NA,6500,24,2,NA,NA
22,male,NA,Venezuela,Spanish,20,NA,NA,False,NA,0,4,0.3333333333,NA,NA
22,male,NA,Dominican Republic,Spanish,5,NA,NA,True,NA,NA,48,4,NA,1
26,female,NA,Canada,Mandarin Chinese,2,60000,NA,False,NA,0,1,0.08333333333,NA,1
25,male,NA,United States of America,English,20,NA,40000,False,NA,1000,2,0.1666666667,NA,NA
37,female,NA,United States of America,English,50,NA,15000,False,NA,15000,3,0.25,NA,NA
23,male,NA,United States of America,English,20,NA,NA,False,NA,1500,2,0.1666666667,NA,NA
22,male,NA,Philippines,Tagalog,20,15000,NA,True,"single, never married",1000,18,1.5,NA,NA
27,female,NA,United States of America,English,2,NA,23000,False,NA,0,6,0.5,NA,NA
39,male,NA,New Zealand,English,NA,36000,NA,False,NA,0,NA,#VALUE!,NA,NA
26,female,NA,United States of America,English,10,NA,54000,False,NA,0,3,0.25,NA,NA
45,trans,NA,United States of America,English,15,75000,NA,True,NA,4000,20,1.666666667,NA,NA
17,male,NA,Australia,English,2,NA,NA,False,NA,30,18,1.5,NA,1
21,male,NA,United States of America,English,15,NA,NA,False,NA,18000,3,0.25,NA,1
25,male,NA,United States of America,English,9,NA,20000,False,NA,NA,1,0.08333333333,NA,NA
31,male,NA,United States of America,English,20,NA,NA,False,NA,0,48,4,NA,NA
29,male,NA,Korea South,English,30,32000,100000,False,NA,1000,9,0.75,NA,NA
26,male,NA,Sweden,English,20,NA,15000,False,NA,100,6,0.5,NA,NA
28,male,NA,United States of America,English,1,14000,26000,False,NA,0,10,0.8333333333,NA,1
20,male,NA,India,Marathi,14,NA,NA,False,NA,10,22,1.833333333,NA,1
39,male,NA,United States of America,English,20,NA,NA,False,NA,100,6,0.5,NA,NA
19,male,NA,Sweden,Swedish,40,NA,NA,False,NA,0,28,2.333333333,NA,1
32,male,NA,United States of America,English,10,45000,NA,False,NA,0,12,1,NA,NA
22,male,NA,India,Odia (Oriya),15,NA,NA,False,NA,100,15,1.25,NA,1
30,female,NA,United States of America,English,30,63000,30000,True,NA,1000,30,2.5,NA,1
21,male,NA,Argentina,Spanish,10,15000,NA,True,"single, never married",0,5,0.4166666667,NA,NA
32,male,NA,United States of America,English,10,17000,34000,True,NA,0,24,2,NA,1
29,male,NA,United States of America,English,60,NA,NA,False,NA,150,3,0.25,NA,1
18,male,NA,United States of America,English,100,NA,NA,False,NA,200,24,2,NA,1
33,male,NA,Australia,English,60,NA,NA,False,NA,4500,14,1.166666667,NA,NA
28,male,NA,United States of America,English,30,NA,NA,False,NA,300,NA,#VALUE!,NA,NA
29,female,NA,United States of America,English,8,NA,NA,False,NA,100,18,1.5,NA,NA
28,female,NA,United States of America,English,12,28000,20000,False,NA,40,2,0.1666666667,NA,1
21,female,NA,United States of America,Spanish,NA,15000,NA,False,NA,0,NA,#VALUE!,NA,NA
34,female,NA,United States of America,English,35,NA,180000,False,NA,50,3,0.25,NA,NA
20,male,NA,India,Tamil,10,NA,NA,False,NA,150,18,1.5,NA,NA
26,male,NA,NA,NA,10,50000,NA,False,NA,0,1,0.08333333333,1,NA
33,male,NA,United States of America,English,10,NA,NA,False,NA,22000,18,1.5,NA,NA
23,male,NA,Brazil,Portuguese,2,NA,NA,False,NA,0,12,1,NA,NA
31,female,NA,United States of America,English,50,NA,NA,False,NA,10,2,0.1666666667,NA,1
30,female,NA,United States of America,English,50,NA,7000,False,NA,500,3,0.25,NA,NA
26,male,NA,United States of America,English,12,NA,9000,False,NA,30,12,1,NA,NA
33,male,NA,United States of America,English,15,53000,20000,False,NA,150,2,0.1666666667,NA,1
21,male,NA,United States of America,English,25,20000,NA,False,NA,200,48,4,NA,1
30,female,NA,United States of America,English,20,NA,NA,False,married or domestic partnership,2500,6,0.5,NA,1
28,male,NA,Brunei,English,8,18000,NA,True,married or domestic partnership,200,72,6,NA,NA
20,male,NA,India,Gujarati,6,6000,NA,True,NA,0,18,1.5,NA,1
26,female,NA,Singapore,Tagalog,5,21700,NA,True,"single, never married",100,60,5,NA,NA
23,male,NA,Nigeria,Yoruba,6,NA,NA,False,NA,150,8,0.6666666667,NA,NA
21,male,NA,India,Marwari,14,NA,NA,False,NA,0,3,0.25,NA,1
29,female,NA,United States of America,English,8,31000,15000,False,NA,25,15,1.25,NA,NA
28,male,NA,United States of America,English,35,20000,25000,False,NA,1000,6,0.5,NA,NA
29,male,NA,Vietnam,Vietnamese,32,12000,NA,True,NA,500,36,3,NA,1
27,female,NA,United States of America,English,5,43000,NA,False,NA,8000,24,2,NA,1
18,male,NA,United States of America,English,10,30000,13000,False,NA,50,18,1.5,NA,NA
27,male,NA,Brazil,Portuguese,20,NA,NA,True,NA,4000,72,6,NA,NA
34,male,NA,United States of America,English,10,63000,NA,True,NA,1000,180,15,NA,NA
34,female,NA,United States of America,Spanish,30,NA,NA,False,NA,18000,5,0.4166666667,NA,1
28,male,NA,Australia,English,8,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
28,male,NA,NA,NA,30,NA,NA,False,NA,0,14,1.166666667,NA,NA
24,male,NA,China,Mandarin Chinese,10,10000,NA,True,NA,100,25,2.083333333,NA,NA
32,male,NA,India,Gujarati,25,23000,NA,True,"single, never married",0,106,8.833333333,NA,NA
31,male,NA,United States of America,English,15,45000,NA,False,NA,200,12,1,NA,NA
24,male,NA,Korea South,English,7,25000,32000,False,NA,0,14,1.166666667,NA,NA
25,male,NA,Norway,Swedish,20,NA,20000,False,NA,0,12,1,NA,NA
29,male,NA,Canada,Spanish,5,25000,NA,True,NA,80,80,6.666666667,NA,1
29,male,NA,South Africa,English,7,20000,5000,False,married or domestic partnership,200,6,0.5,NA,NA
36,female,NA,NA,English,2,NA,NA,False,NA,0,3,0.25,NA,1
29,male,NA,Colombia,Spanish,30,NA,NA,False,NA,0,12,1,NA,NA
20,male,NA,Korea South,English,6,NA,NA,False,"single, never married",10000,12,1,NA,NA
19,male,NA,India,Malayalam,20,NA,NA,False,NA,0,3,0.25,NA,NA
24,male,NA,Canada,English,20,NA,NA,False,NA,3000,3,0.25,NA,NA
19,male,NA,India,Hindi,56,NA,NA,False,NA,0,9,0.75,NA,1
29,male,NA,United States of America,English,20,NA,NA,False,NA,100,150,12.5,NA,NA
48,female,NA,United States of America,English,5,11000,130000,False,NA,600,6,0.5,NA,NA
30,male,NA,United Arab Emirates,English,10,80000,4000,False,NA,200,12,1,NA,1
21,male,NA,India,Hindi,10,8000,NA,True,NA,20,9,0.75,NA,NA
28,female,NA,United States of America,Akan,20,NA,120000,False,NA,2200,5,0.4166666667,NA,1
24,male,NA,United States of America,Yoruba,40,41000,8000,False,NA,50,20,1.666666667,1,NA
27,male,NA,United States of America,English,5,45000,4500,True,married or domestic partnership,0,16,1.333333333,NA,1
24,female,NA,"Netherlands (Holland, Europe)",Dutch,2,NA,4000,False,NA,0,3,0.25,NA,NA
27,male,NA,Philippines,Cebuano (Visayan),10,6000,NA,True,NA,0,72,6,NA,NA
24,male,NA,Japan,Hindi,12,30000,NA,True,"single, never married",0,6,0.5,NA,1
45,male,NA,United States of America,English,10,42000,NA,False,NA,200,300,25,NA,NA
35,male,NA,United States of America,Telugu,20,50000,NA,False,married or domestic partnership,50,36,3,NA,1
25,male,NA,Brazil,Portuguese,70,NA,NA,False,NA,0,36,3,NA,NA
17,male,NA,Singapore,Hindi,15,NA,NA,False,NA,0,8,0.6666666667,NA,NA
20,male,NA,India,Telugu,5,NA,NA,False,NA,0,24,2,NA,1
29,female,NA,United States of America,English,10,44000,10000,False,NA,500,6,0.5,NA,NA
17,male,NA,United States of America,English,5,12000,NA,False,NA,0,24,2,NA,NA
75,female,NA,United States of America,English,3,50000,NA,False,NA,0,0,0,NA,NA
24,male,NA,United States of America,English,4,NA,NA,False,NA,800,12,1,NA,NA
24,male,NA,Australia,English,20,40000,10000,True,married or domestic partnership,14000,30,2.5,NA,NA
29,male,NA,United States of America,English,30,50000,NA,True,NA,200,10,0.8333333333,NA,NA
22,male,NA,India,Telugu,8,NA,NA,True,NA,19,10,0.8333333333,NA,NA
20,male,NA,India,Punjabi,10,NA,NA,False,"single, never married",0,36,3,NA,1
27,female,NA,Portugal,Portuguese,20,NA,NA,False,NA,0,4,0.3333333333,NA,1
24,male,NA,India,Telugu,15,8500,NA,True,"single, never married",0,84,7,NA,NA
21,female,NA,United States of America,Mandarin Chinese,24,NA,NA,False,NA,0,8,0.6666666667,NA,1
31,male,NA,United States of America,English,10,45000,35000,False,NA,500,6,0.5,NA,NA
26,female,NA,United States of America,English,0,20000,8000,False,NA,20,0,0,NA,NA
23,female,NA,United States of America,Korean,5,40000,30000,False,NA,0,2,0.1666666667,NA,NA
20,genderqueer,NA,Philippines,Tagalog,3,NA,NA,False,NA,NA,12,1,NA,NA
24,male,NA,Bangladesh,Bengali,35,NA,NA,False,NA,10,48,4,NA,NA
26,male,NA,Nigeria,Yoruba,2,NA,NA,False,NA,1000,4,0.3333333333,NA,NA
34,male,NA,United States of America,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
21,female,NA,India,Tamil,30,NA,NA,False,NA,0,6,0.5,NA,1
38,male,NA,United States of America,English,20,40000,NA,False,NA,100,3,0.25,NA,NA
17,female,NA,Trinidad & Tobago,English,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
22,male,NA,Israel,Belarusian,20,NA,NA,False,NA,0,36,3,NA,1
20,male,NA,India,English,30,40000,NA,False,NA,0,9,0.75,NA,1
22,male,NA,Canada,English,5,NA,21000,False,NA,0,30,2.5,NA,1
24,male,NA,United States of America,English,12,NA,12000,False,NA,300,3,0.25,NA,1
31,male,NA,Australia,English,80,35000,NA,False,NA,500,10,0.8333333333,NA,NA
59,male,NA,United States of America,English,20,NA,NA,False,NA,1000,6,0.5,NA,NA
28,male,NA,United States of America,English,5,77000,NA,False,married or domestic partnership,0,12,1,NA,NA
20,female,NA,United States of America,Tagalog,10,15000,NA,False,NA,30,12,1,NA,1
26,male,NA,India,Bengali,10,12000,NA,False,"single, never married",0,4,0.3333333333,NA,NA
30,male,NA,United States of America,Vietnamese,8,15000,NA,True,"single, never married",100,84,7,NA,1
31,male,NA,Japan,English,20,NA,NA,False,NA,50,12,1,NA,NA
21,male,NA,United States of America,Somali,20,NA,3000,False,NA,458,1,0.08333333333,NA,NA
24,male,NA,United States of America,Russian,25,7000,2500,False,NA,0,24,2,NA,1
29,female,NA,United States of America,English,20,37000,NA,False,NA,0,48,4,NA,NA
43,male,NA,Taiwan,Mandarin Chinese,4,30000,NA,False,NA,0,1,0.08333333333,NA,NA
21,male,NA,Sri Lanka,English,4,NA,NA,False,NA,0,72,6,NA,1
37,male,NA,United States of America,English,25,20000,60000,False,NA,2500,12,1,NA,1
23,male,NA,Argentina,Spanish,4,NA,NA,False,NA,190,4,0.3333333333,NA,NA
33,male,NA,United States of America,English,30,NA,30000,False,NA,300,18,1.5,NA,NA
24,male,NA,Australia,English,24,NA,NA,False,NA,0,9,0.75,NA,1
23,male,NA,United States of America,English,10,48000,NA,False,NA,100,3,0.25,NA,1
25,male,NA,New Zealand,English,20,20000,10000,False,NA,0,8,0.6666666667,NA,NA
24,male,NA,United States of America,English,20,32000,NA,True,NA,0,6,0.5,NA,NA
26,male,NA,United Arab Emirates,English,15,80000,NA,False,NA,2000,12,1,NA,NA
17,female,NA,India,English,5,NA,NA,False,NA,0,12,1,NA,1
57,male,NA,NA,English,40,NA,NA,False,NA,2500,8,0.6666666667,NA,NA
23,male,NA,United States of America,English,15,NA,50000,False,NA,NA,60,5,NA,NA
34,male,NA,Australia,English,30,38000,NA,False,NA,100,6,0.5,NA,1
61,female,NA,United States of America,English,40,NA,NA,False,NA,100,12,1,NA,1
20,male,NA,India,Telugu,30,NA,NA,False,NA,4,2,0.1666666667,NA,NA
24,male,NA,Canada,Khmer,12,NA,NA,False,NA,10,7,0.5833333333,NA,NA
26,male,NA,India,Tamil,35,NA,NA,True,NA,NA,36,3,NA,1
28,male,NA,India,Hindi,5,8500,NA,True,"single, never married",0,39,3.25,NA,1
25,male,NA,United States of America,English,5,12000,9000,True,"single, never married",1500,24,2,NA,1
27,male,NA,Canada,French,40,NA,NA,False,NA,50,2,0.1666666667,NA,NA
31,female,NA,United States of America,English,30,45000,80000,False,NA,400,3,0.25,NA,NA
24,male,NA,India,Kannada,40,NA,NA,False,NA,0,3,0.25,NA,NA
15,male,NA,Australia,English,15,NA,NA,False,NA,0,24,2,NA,1
28,male,NA,United States of America,English,7,40000,NA,False,NA,100,15,1.25,NA,NA
19,male,NA,Belgium,Dutch,30,NA,NA,False,NA,0,18,1.5,NA,1
37,male,NA,Belgium,English,40,NA,NA,False,NA,300,3,0.25,NA,NA
27,male,NA,United States of America,English,3,NA,54000,False,NA,20,2,0.1666666667,NA,NA
24,agender,NA,Costa Rica,Spanish,10,NA,NA,False,NA,500,3,0.25,NA,1
33,female,NA,Germany,German,20,30000,NA,False,NA,100,11,0.9166666667,NA,NA
25,female,NA,United States of America,English,10,NA,NA,False,NA,0,1,0.08333333333,NA,NA
30,male,NA,Lebanon,Arabic,10,40000,NA,False,NA,0,100,8.333333333,NA,1
19,male,NA,NA,English,NA,NA,20000,False,NA,NA,NA,#VALUE!,NA,NA
21,male,NA,India,Hindi,8,NA,NA,False,NA,0,8,0.6666666667,NA,1
26,male,NA,Czech Republic,Czech,15,NA,NA,False,NA,200,10,0.8333333333,NA,NA
33,male,NA,Turkey,Turkish,14,24000,NA,False,"single, never married",50,3,0.25,NA,NA
32,male,NA,Poland,Polish,14,12000,NA,False,NA,1000,15,1.25,NA,1
30,male,NA,Romania,Romanian,6,20000,NA,True,"single, never married",NA,120,10,NA,NA
23,male,NA,United States of America,Punjabi,2,NA,NA,False,NA,2000,5,0.4166666667,NA,1
24,male,NA,Pakistan,Pashto,10,10000,NA,True,"single, never married",1000,60,5,NA,NA
24,male,NA,United States of America,English,16,19000,20000,True,married or domestic partnership,120,8,0.6666666667,NA,1
19,male,NA,United States of America,English,30,30000,NA,True,NA,0,12,1,NA,1
28,male,NA,Canada,French,30,NA,NA,False,NA,0,8,0.6666666667,NA,NA
26,male,NA,India,Bengali,10,9405,NA,True,NA,NA,48,4,NA,NA
30,male,NA,United States of America,English,30,NA,40000,False,NA,100,10,0.8333333333,NA,NA
21,male,NA,Czech Republic,Czech,10,NA,NA,False,NA,20,24,2,NA,1
35,male,NA,United States of America,English,15,NA,NA,False,NA,400,8,0.6666666667,NA,1
40,male,NA,United States of America,English,40,NA,7000,False,NA,7000,4,0.3333333333,NA,NA
26,male,NA,France,French,2,43000,NA,False,married or domestic partnership,0,1,0.08333333333,NA,NA
31,male,NA,Vietnam,Vietnamese,10,7000,NA,True,NA,50,60,5,NA,1
18,male,NA,United States of America,English,3,NA,NA,False,NA,0,12,1,NA,1
23,female,NA,Singapore,Vietnamese,5,NA,NA,False,NA,40,3,0.25,NA,1
35,genderqueer,NA,New Zealand,English,40,NA,NA,False,NA,8000,6,0.5,NA,NA
17,male,NA,Italy,Italian,14,NA,NA,True,NA,170,60,5,NA,NA
36,male,NA,United States of America,English,8,48000,NA,False,NA,300,6,0.5,NA,NA
21,male,NA,United States of America,English,10,NA,NA,False,NA,50,2,0.1666666667,NA,NA
23,male,NA,India,Hindi,5,NA,NA,False,NA,300,1,0.08333333333,NA,NA
23,male,NA,South Africa,English,5,NA,NA,False,NA,500,120,10,NA,1
24,male,NA,Bulgaria,English,10,14000,NA,True,"single, never married",300,37,3.083333333,NA,NA
20,male,NA,India,Hindi,12,NA,NA,False,NA,0,12,1,NA,NA
28,male,NA,United States of America,English,7,42000,100000,False,NA,100,1,0.08333333333,NA,NA
18,male,NA,France,French,40,NA,NA,False,NA,0,15,1.25,NA,NA
24,male,NA,India,Marathi,5,NA,NA,True,NA,0,6,0.5,NA,NA
36,female,NA,Sweden,Swedish,40,NA,NA,False,NA,70,9,0.75,NA,NA
26,male,NA,India,Malayalam,26,NA,NA,True,"single, never married",NA,36,3,NA,1
24,male,NA,Slovenia,Slovenian,20,11000,NA,False,NA,0,3,0.25,NA,NA
30,male,NA,Ukraine,Russian,4,30000,NA,True,"single, never married",50,40,3.333333333,NA,1
23,male,NA,United States of America,Spanish,25,25000,NA,False,NA,0,3,0.25,NA,NA
34,male,NA,Taiwan,English,6,NA,NA,False,NA,200,2,0.1666666667,NA,1
39,male,NA,United Kingdom,English,4,NA,10000,False,NA,0,6,0.5,NA,NA
39,male,NA,Greece,Greek,40,13000,NA,True,NA,100,12,1,NA,1
27,male,NA,Hong Kong,Yue (Cantonese) Chinese,4,40000,NA,False,NA,200,12,1,NA,NA
22,agender,NA,United States of America,Spanish,20,NA,NA,False,NA,0,12,1,NA,1
NA,male,NA,India,Hindi,35,NA,NA,False,NA,0,12,1,NA,NA
29,male,NA,Australia,Vietnamese,30,NA,20000,False,NA,300,12,1,NA,1
28,female,NA,Turkey,Turkish,20,50000,NA,False,NA,20,5,0.4166666667,NA,NA
24,male,NA,India,Telugu,35,NA,NA,True,NA,1400,10,0.8333333333,NA,NA
80,male,NA,South Africa,English,10,NA,NA,False,NA,0,1,0.08333333333,NA,NA
